User_ID,User_ID2,Age_Ordinal,Gender_Ordinal,Occupation,City_Category_Ordinal,Marital_Status,Purchase
1000538,1000538,6,13,16,3,1,379549
1000539,1000539,2,13,2,3,0,943076
1000540,1000540,1,13,1,2,0,225269
1000541,1000541,1,6,4,3,0,975026
1000543,1000543,2,13,5,2,1,3645949
1000544,1000544,3,13,12,2,0,471881
1000545,1000545,3,13,17,3,0,154036
1000546,1000546,2,6,0,2,0,898086
1000547,1000547,3,13,12,2,0,537942
1000548,1000548,3,6,16,3,1,587672
1000549,1000549,2,13,6,1,0,6310723
1000550,1000550,4,13,8,2,1,5327601
1000551,1000551,3,13,20,1,1,1186481
1000552,1000552,5,13,18,3,1,676472
1000553,1000553,2,13,2,2,0,271979
1000554,1000554,2,13,12,3,1,126678
1000555,1000555,1,13,4,2,0,285501
1000556,1000556,2,6,9,2,0,1042396
1000557,1000557,6,13,1,1,0,368912
1000559,1000559,2,6,7,3,0,96465
1000560,1000560,4,13,15,3,1,1116681
1000561,1000561,1,6,14,3,1,156604
1000562,1000562,3,13,20,3,0,250763
1000563,1000563,2,13,4,1,0,1587214
1000564,1000564,4,13,1,3,0,214222
1000565,1000565,2,13,16,2,0,100889
1000566,1000566,2,13,17,1,0,2114831
1000567,1000567,3,13,20,3,0,692946
1000568,1000568,5,6,17,3,1,213883
1000569,1000569,1,6,4,3,1,590043
1000570,1000570,2,13,4,1,0,1217950
1000571,1000571,5,13,5,3,1,799254
1000572,1000572,1,13,4,1,0,60789
1000573,1000573,3,6,2,2,0,216145
1000574,1000574,2,13,19,3,1,132332
1000575,1000575,2,13,12,2,1,1076873
1000576,1000576,4,6,15,3,1,383455
1000577,1000577,3,13,0,1,0,995681
1000578,1000578,1,13,17,3,0,155087
1000579,1000579,2,13,5,3,0,370959
1000580,1000580,0,13,10,3,0,260686
1000581,1000581,5,13,14,3,1,282311
1000582,1000582,1,13,4,3,0,486957
1000583,1000583,2,6,0,1,0,994853
1000584,1000584,2,6,0,2,0,252795
1000585,1000585,1,13,1,1,0,885031
1000586,1000586,3,13,14,3,1,245578
1000587,1000587,2,13,20,2,0,1363990
1000588,1000588,2,6,11,2,0,2439560
1000589,1000589,1,13,2,1,0,157733
1000590,1000590,3,6,6,3,0,971034
1000591,1000591,2,13,0,3,0,1046568
1000592,1000592,1,13,0,1,1,234872
1000593,1000593,5,6,1,3,0,395559
1000594,1000594,6,6,13,2,0,705129
1000595,1000595,2,13,7,1,0,543857
1000596,1000596,2,6,1,3,1,163720
1000597,1000597,3,13,12,3,1,322597
1000598,1000598,3,13,7,3,1,160192
1000599,1000599,5,13,6,1,1,163975
1000600,1000600,3,13,17,3,1,138725
1000601,1000601,1,6,20,2,1,1648223
1000602,1000602,6,6,6,3,0,912293
1000603,1000603,2,6,6,3,1,376503
1000604,1000604,4,13,17,3,1,1807135
1000605,1000605,1,6,4,3,0,700407
1000606,1000606,0,6,10,3,0,181525
1000607,1000607,2,13,0,3,1,116019
1000608,1000608,1,13,4,3,1,718566
1000609,1000609,2,13,7,2,0,418486
1000610,1000610,2,13,4,2,0,672522
1000611,1000611,3,13,0,3,0,778813
1000612,1000612,5,13,7,3,0,304029
1000613,1000613,3,13,20,3,1,406846
1000615,1000615,5,13,17,3,0,708327
1000616,1000616,2,13,7,2,0,304304
1000617,1000617,2,6,7,3,0,138586
1000618,1000618,2,13,0,2,0,227620
1000619,1000619,1,6,1,2,0,137325
1000620,1000620,1,13,0,1,0,751094
1000622,1000622,2,13,0,2,1,394866
1000623,1000623,2,13,17,3,1,1066019
1000624,1000624,2,13,1,2,0,2126253
1000625,1000625,3,6,12,3,1,168018
1000626,1000626,1,13,4,2,1,499249
1000627,1000627,5,13,2,3,1,235462
1000628,1000628,3,6,0,3,0,190723
1000629,1000629,0,6,10,3,0,982182
1000630,1000630,3,6,14,3,0,533034
1000631,1000631,3,13,17,3,1,1709733
1000632,1000632,4,13,17,3,0,198885
1000633,1000633,2,13,17,2,0,276233
1000634,1000634,0,6,10,3,0,397746
1000635,1000635,6,13,17,3,1,764450
1000636,1000636,1,13,20,3,0,677625
1000637,1000637,3,13,12,2,1,1859809
1000638,1000638,2,13,6,3,1,540502
1000639,1000639,4,13,17,2,1,2205672
1000640,1000640,1,13,4,3,1,131545
1000641,1000641,3,6,0,1,1,704608
1000642,1000642,3,6,1,3,0,180949
1000643,1000643,2,13,2,3,1,231193
1000644,1000644,2,13,20,3,1,551849
1000645,1000645,3,13,20,1,0,306771
1000646,1000646,3,13,7,3,0,1824299
1000647,1000647,3,13,12,2,1,1188757
1000648,1000648,2,6,12,2,1,908693
1000649,1000649,2,13,4,2,1,470229
1000650,1000650,2,13,17,3,1,353832
1000651,1000651,3,13,7,2,0,2690864
1000652,1000652,1,13,20,3,0,680293
1000653,1000653,6,13,13,3,0,111776
1000654,1000654,5,13,7,3,1,1125876
1000655,1000655,2,6,2,2,0,1416120
1000656,1000656,4,6,16,3,1,872746
1000657,1000657,5,6,13,3,0,281715
1000658,1000658,2,6,0,2,0,436699
1000659,1000659,2,6,0,3,0,541914
1000661,1000661,4,13,1,3,1,539307
1000662,1000662,1,13,4,2,0,581960
1000663,1000663,2,6,7,1,0,652623
1000664,1000664,3,13,18,3,1,940371
1000665,1000665,1,13,2,3,1,122217
1000666,1000666,1,6,0,3,0,571074
1000667,1000667,2,13,18,3,1,820045
1000668,1000668,2,6,3,3,0,263331
1000669,1000669,2,13,17,2,0,2553500
1000670,1000670,2,13,12,2,1,408086
1000671,1000671,1,13,4,3,0,987638
